"weight" "state" "age" "gender" "vote" "unit"
3553.5048 12 1 2 2 0
3690.7846 12 3 2 2 0
4470.8035 12 0 2 2 0
3871.4362 12 3 2 2 0
3344.6725 12 3 1 2 0
3858.2327 12 3 1 2 0
3798.312 12 3 2 2 0
4735.6298 12 1 2 2 0
3465.4811 12 2 2 2 0
3315.2369 12 1 1 2 0
4052.8105 12 0 2 2 0
3368.5735 12 3 1 2 0
3458.09 12 3 2 2 0
3383.4009 12 2 1 2 0
3418.5983 12 2 2 2 0
4862.6836 12 0 1 1 0
4727.832 12 0 1 NA 0
3119.581 12 2 2 NA 0
3118.0918 12 2 1 2 0
3266.671 12 2 2 2 0
3132.0698 12 3 2 2 0
3352.9389 12 3 1 2 0
3393.0017 12 1 2 1 0
3255.7559 12 2 2 2 0
3141.5542 12 3 1 2 0
3070.2409 12 3 1 2 0
3885.3609 12 1 2 2 0
3689.112 12 1 1 2 0
3148.4252 12 2 1 2 0
3451.783 12 2 2 2 0
4629.064 12 0 1 2 0
3266.5222 12 1 1 2 0
3340.6037 12 2 2 2 0
3330.8066 12 1 2 NA 0
3576.927 12 1 1 NA 0
3991.8512 12 1 1 2 0
3424.0239 12 1 2 2 0
3961.8916 12 1 2 2 0
3928.7456 12 2 1 2 0
3790.0327 12 1 2 2 0
3465.4811 12 2 2 1 0
3969.699 12 0 1 1 0
3615.5301 12 1 2 1 0
3867.3175 12 1 1 2 0
3457.6329 12 1 1 2 0
3380.5738 12 1 2 2 0
3426.2277 12 3 2 2 0
3674.1612 12 2 2 2 0
3638.6216 12 1 2 2 0
3445.8073 12 2 1 2 0
3759.3456 12 2 2 2 0
3440.3308 12 0 2 2 0
3511.8662 12 2 2 2 0
3569.6412 12 2 1 2 0
3713.2415 12 1 2 2 0
3900.7055 12 2 2 1 0
3386.6531 12 3 2 2 0
3114.9678 12 2 2 2 0
3668.8272 12 1 1 2 0
3536.055 12 1 2 2 0
7227.9096 12 2 1 2 0
3387.616 12 1 1 2 0
3255.7966 12 1 2 2 0
3155.3232 12 2 1 2 0
3586.7516 12 0 2 2 0
3861.822 12 0 1 1 0
3994.3029 12 1 2 2 0
3415.9829 12 0 2 1 0
3174.8304 12 1 2 2 0
3311.1298 12 3 2 NA 0
3203.8506 12 2 2 NA 0
3236.6232 12 2 1 NA 0
3336.9023 12 0 1 NA 0
3487.9047 12 2 1 2 0
3185.6237 12 2 2 2 0
3568.1696 12 0 1 2 0
3712.4664 12 0 1 2 0
3679.0282 12 1 2 2 0
4454.9827 12 1 2 NA 0
3155.3232 12 2 1 2 0
3625.6324 12 2 2 2 0
3078.3772 12 NA 2 NA 0
3487.1814 12 2 2 2 0
3837.1592 12 2 1 2 0
4760.3701 12 0 1 2 0
3294.0835 12 3 1 NA 0
3266.7223 12 2 1 NA 0
3371.512 12 1 1 1 0
4761.3572 12 1 1 1 0
3961.8916 12 1 2 1 0
4047.1143 12 1 1 2 0
4043.1102 12 1 2 2 0
5319.9478 12 0 1 2 0
2909.3103 12 1 1 2 0
3474.3733 12 1 2 2 0
3337.2333 12 NA 1 NA 0
3292.8281 12 0 1 2 0
3465.6822 12 2 1 NA 0
3457.5109 12 2 2 NA 0
3133.999 12 1 1 NA 0
3363.0134 12 1 1 2 0
3218.4342 12 2 2 2 0
2935.6904 12 2 1 2 0
3242.6449 12 0 1 2 0
3426.4573 12 1 1 2 0
2985.0599 12 1 2 2 0
3464.6901 12 2 1 2 0
3796.1042 12 0 1 1 0
3139.1598 12 1 2 2 0
3819.1437 12 1 1 2 0
3266.7223 12 2 1 2 0
3950.7133 12 1 2 NA 0
3504.5687 12 NA 1 NA 0
3220.2374 12 2 1 2 0
3558.1938 12 2 2 2 0
3396.9995 12 2 2 NA 0
4173.0975 12 1 2 1 0
2770.3846 12 3 2 1 0
4709.0155 12 1 1 2 0
3193.8735 12 2 1 2 0
3474.3733 12 1 2 2 0
3464.6901 12 2 1 2 0
3256.5287 12 1 2 2 0
2744.8587 12 3 2 2 0
3215.8598 12 1 2 1 0
3336.209 12 2 2 2 0
3132.0698 12 3 2 1 0
3352.9389 12 3 1 1 0
3193.8735 12 2 1 NA 0
3478.1532 12 2 2 NA 0
3293.1547 12 2 1 2 0
2909.3103 12 1 1 2 0
3457.9943 12 2 1 2 0
3185.6237 12 2 2 2 0
4409.6355 12 0 2 2 0
4409.6355 12 0 2 2 0
3508.7246 12 3 1 2 0
3327.7052 12 3 2 2 0
3419.5896 12 0 1 1 0
3181.5905 12 0 2 2 0
4045.9039 12 1 2 NA 0
3203.8506 12 2 2 2 0
3421.8668 12 0 1 2 0
3236.6232 12 2 1 2 0
3411.7704 12 3 2 NA 0
3608.479 12 3 2 1 0
3989.7083 12 1 2 1 0
3511.0647 12 2 1 2 0
3300.1171 12 1 2 2 0
3256.5287 12 1 2 2 0
3497.1605 12 1 1 2 0
3548.104 12 1 2 2 0
3660.3838 12 1 1 2 0
3816.2374 12 1 1 2 0
3969.699 12 NA 1 NA 0
5333.4078 12 0 1 2 0
3969.699 12 0 1 2 0
3816.2374 12 1 1 NA 0
3442.4681 12 2 2 1 0
3465.6822 12 2 1 NA 0
3941.5456 12 1 2 NA 0
4915.0374 12 1 1 NA 0
3560.3143 12 1 2 NA 0
4198.388 12 0 1 NA 0
3393.0017 12 1 2 2 0
3161.5337 12 2 2 2 0
3293.1547 12 2 1 2 0
4206.9342 12 0 2 2 0
2909.3103 12 1 1 2 0
3093.2188 12 2 1 2 0
3203.9838 12 1 1 1 0
3520.8775 12 1 2 1 0
3758.3287 12 0 1 1 0
3140.2698 12 3 1 NA 0
3255.7559 12 2 2 NA 0
3364.4026 12 1 1 2 0
4503.3241 12 1 2 2 0
3368.2681 12 2 1 2 0
3233.6449 12 2 2 2 0
4838.1069 12 2 2 2 0
3412.8432 12 3 2 1 0
4045.9039 12 1 2 2 0
3045.5032 12 2 2 NA 0
3155.3232 12 2 1 NA 0
3861.822 12 0 1 NA 0
3324.2873 12 3 2 2 0
3759.3456 12 2 2 2 0
3991.8512 12 1 1 NA 0
3174.8304 12 1 2 2 0
3426.4573 12 1 1 2 0
4100.0579 12 1 2 2 0
4100.0579 12 1 2 2 0
3139.1598 12 1 2 2 0
3798.312 12 3 2 2 0
3687.3242 12 1 2 2 0
4149.0643 12 3 2 2 0
3993.6595 12 1 1 2 0
3608.479 12 3 2 1 0
3882.7783 12 0 2 1 0
3250.1548 12 3 2 2 0
3137.6446 12 3 1 2 0
4624.9328 12 0 2 1 0
3543.9697 12 1 1 1 0
3300.1171 12 1 2 2 0
3356.403 12 1 1 1 0
3427.8905 12 2 2 1 0
3876.8542 12 2 1 2 0
3371.8052 12 1 2 2 0
3726.2452 12 0 2 2 0
4415.3438 12 0 2 1 0
3962.4317 12 0 2 2 0
3394.2879 12 NA 1 NA 0
4268.2814 12 NA 2 NA 0
2975.6685 12 NA 1 NA 0
3660.3838 12 1 1 2 0
3522.4929 12 2 1 2 0
3625.6324 12 2 2 2 0
3250.1548 12 3 2 2 0
3962.4317 12 0 2 1 0
3726.2452 12 0 2 2 0
3450.4241 12 2 1 2 0
3384.1197 12 3 1 2 0
3403.6066 12 3 2 2 0
3421.2312 12 0 2 2 0
3265.6667 12 2 2 2 0
3547.3944 12 2 1 2 0
3293.6578 12 3 2 NA 0
3112.8679 12 1 2 2 0
3450.4241 12 2 1 2 0
4282.08 12 1 2 2 0
2975.6685 12 1 1 1 0
4351.3925 12 0 2 2 0
3877.876 12 2 1 2 0
3297.084 12 2 2 2 0
3382.6145 12 2 2 2 0
3404.8505 12 2 1 1 0
3657.162 12 0 2 1 0
3571.324 12 2 1 2 0
3466.5048 12 2 2 1 0
4135.1766 12 0 1 2 0
3314.7385 12 0 2 2 0
3466.5048 12 2 2 2 0
3464.6901 12 2 1 1 0
3945.8053 12 1 1 NA 0
4357.0303 12 0 1 2 0
3573.3156 12 2 2 2 0
3469.0626 12 1 2 2 0
3871.4362 12 3 2 2 0
3543.9697 12 1 1 1 0
3275.9634 12 2 2 2 0
3656.7782 12 3 2 2 0
3524.7079 12 2 2 2 0
3758.3287 12 0 1 1 0
3114.0709 12 3 1 2 0
3511.8662 12 2 2 NA 0
3730.603 12 1 1 NA 0
3119.581 12 2 2 2 0
3758.3287 12 0 1 2 0
3325.2507 12 2 2 2 0
3146.745 12 2 1 2 0
3238.0942 12 2 2 2 0
3474.4815 12 2 2 1 0
4060.2436 12 0 1 1 0
3474.3733 12 NA 2 NA 0
3193.8735 12 NA 1 NA 0
3571.324 12 2 1 1 0
4713.5425 12 0 2 2 0
4302.7926 12 1 1 1 0
4431.1335 12 NA 1 NA 0
3457.9943 12 2 1 2 0
3139.8021 12 2 2 2 0
3412.8432 12 3 2 2 0
2975.6685 12 1 1 2 0
3950.7133 12 1 2 2 0
3453.6885 12 0 1 1 0
9015.2769 12 2 1 2 0
3448.7124 12 1 2 2 0
4009.1531 12 0 2 2 0
3885.3609 12 1 2 2 0
3410.5331 12 2 1 2 0
4956.3793 12 0 1 2 0
3255.7559 12 2 2 2 0
3255.95 12 2 1 2 0
3293.1547 12 2 1 2 0
3183.1516 12 2 2 2 0
4470.8035 12 0 2 1 0
3236.7126 12 2 2 2 0
3748.1434 12 3 2 1 0
3352.9389 12 3 1 2 0
3372.2463 12 3 2 2 0
3043.0239 12 1 2 2 0
3387.616 12 1 1 2 0
3161.1966 12 3 2 2 0
3472.2781 12 2 1 2 0
3681.3287 12 1 1 2 0
3317.3368 12 1 2 2 0
3547.3364 12 2 2 2 0
3928.7456 12 2 1 2 0
5404.795 12 0 1 2 0
4173.0975 12 1 2 1 0
3318.5943 12 1 1 1 0
3422.1662 12 3 1 1 0
4612.6507 12 1 1 2 0
3462.0751 12 2 2 2 0
4394.921 12 0 1 2 0
5228.2906 12 0 1 2 0
4588.5225 12 0 1 1 0
4727.2853 12 0 2 1 0
3543.716 12 2 1 NA 0
3434.5474 12 1 2 1 0
3925.6126 12 1 2 2 0
4915.0374 12 1 1 2 0
3461.0141 12 2 1 1 0
3462.0751 12 2 2 1 0
5228.2906 12 0 1 1 0
3446.4676 12 3 2 2 0
3422.1662 12 3 1 2 0
3937.0519 12 2 2 2 0
3773.2567 12 1 1 2 0
4047.1143 12 1 1 2 0
3898.2699 12 1 2 1 0
3390.6349 12 3 1 2 0
3858.2327 12 3 1 2 0
4198.388 12 0 1 NA 0
3377.7063 12 NA 2 NA 0
3807.2727 12 3 1 2 0
3748.1434 12 3 2 2 0
4824.0872 12 0 1 2 0
4776.6329 12 0 2 1 0
3044.8142 12 2 2 2 0
3503.7894 12 2 2 2 0
3512.0701 12 2 1 2 0
3414.7124 12 3 2 1 0
3446.4676 12 3 2 2 0
3689.112 12 1 1 2 0
4154.1299 12 1 1 2 0
4154.1299 12 1 1 2 0
3544.7307 12 2 1 2 0
3690.7846 12 3 2 2 0
3148.4252 12 2 1 1 0
3478.8451 12 2 2 1 0
3410.5331 12 2 1 2 0
3698.1772 12 1 1 NA 0
3885.3609 12 1 2 NA 0
3448.7124 12 1 2 NA 0
3624.3898 12 1 1 NA 0
3388.1746 12 2 1 2 0
3472.2781 12 2 1 2 0
3530.5145 12 2 2 2 0
3446.4676 12 3 2 2 0
3398.424 12 3 1 2 0
3457.5109 12 2 2 2 0
2975.1636 12 1 2 2 0
4135.1766 12 0 1 1 0
3657.162 12 0 2 1 0
5278.7663 12 0 1 2 0
3215.8598 12 1 2 2 0
3197.5569 12 2 1 2 0
3790.0327 12 1 2 2 0
3661.8807 12 3 1 2 0
3399.1229 12 3 2 2 0
4698.4686 12 1 1 2 0
3232.6941 12 2 2 2 0
3305.3081 12 3 1 2 0
3547.3944 12 NA 1 NA 0
3416.9365 12 NA 2 NA 0
3429.6704 12 1 2 2 0
3336.209 12 2 2 2 0
3190.5666 12 2 1 NA 0
3497.9848 12 2 2 NA 0
3293.6578 12 3 2 2 0
3179.6417 12 3 1 2 0
3224.1758 12 0 2 2 0
3356.403 12 1 1 1 0
3295.0793 12 2 2 2 0
3365.1228 12 2 1 2 0
4173.0975 12 NA 2 NA 0
3543.5649 12 1 1 1 0
3543.5649 12 1 1 2 0
3371.8052 12 1 2 2 0
3442.4681 12 2 2 2 0
3488.3237 12 NA 1 NA 0
3403.6066 12 3 2 2 0
3384.1197 12 3 1 1 0
2975.6685 12 1 1 2 0
3222.5334 12 2 2 2 0
3507.3395 12 2 1 2 0
4431.3748 12 0 1 1 0
3659.363 12 2 1 2 0
4138.1661 12 2 2 2 0
4552.1752 12 1 1 2 0
3140.2698 12 3 1 2 0
3411.7704 12 3 2 2 0
3394.2879 12 1 1 2 0
4268.2814 12 1 2 2 0
3193.8735 12 2 1 2 0
3161.5337 12 2 2 2 0
4206.9342 12 0 2 2 0
3380.9737 12 3 2 2 0
3086.1123 12 2 2 2 0
3489.852 12 2 1 2 0
3973.9818 12 1 2 2 0
4846.5352 12 0 2 1 0
3782.5287 12 1 1 2 0
3949.906 12 0 1 2 0
3668.5616 12 0 2 2 0
3652.7821 12 2 1 2 0
3428.3024 12 2 2 1 0
3419.6831 12 2 1 NA 0
3544.5249 12 2 2 NA 0
4073.3516 12 0 2 2 0
3743.8732 12 1 1 NA 0
3649.1528 12 1 2 NA 0
3759.3456 12 2 2 2 0
3373.9251 12 3 1 2 0
3475.9384 12 3 1 NA 0
3690.7846 12 3 2 NA 0
3380.3349 12 3 2 2 0
3092.6047 12 1 1 NA 0
4173.0975 12 1 2 NA 0
3181.5905 12 0 2 2 0
3869.3117 12 1 1 1 0
3898.9786 12 1 2 1 0
3071.4967 12 3 1 2 0
3293.1547 12 2 1 2 0
3265.6667 12 2 2 2 0
4200.7769 12 2 1 NA 0
3014.986 12 1 2 NA 0
3619.1259 12 2 1 2 0
3275.9634 12 2 2 2 0
3236.6232 12 NA 1 NA 0
3203.8506 12 NA 2 NA 0
4077.642 12 NA 2 NA 0
4821.7826 12 NA 2 NA 0
5067.0777 12 NA NA NA 0
4821.7826 12 NA NA NA 0
4821.7826 12 NA NA NA 0
3553.5048 12 1 2 NA 0
4206.1329 12 2 2 2 0
3567.7757 12 NA 2 NA 0
3500.54 12 NA 1 NA 0
3422.1662 12 3 1 2 0
3566.7202 12 2 2 2 0
3114.9678 12 2 2 1 0
3227.2927 12 2 1 1 0
3250.1548 12 3 2 2 0
3133.999 12 1 1 2 0
3071.4967 12 3 1 2 0
3284.2067 12 2 2 1 0
3663.4317 12 0 1 2 0
3411.7704 12 3 2 1 0
3141.5542 12 3 1 2 0
4956.3793 12 0 1 1 0
4956.3793 12 0 1 2 0
3293.6578 12 3 2 NA 0
3337.5359 12 3 1 NA 0
3681.3287 12 1 1 NA 0
3299.8856 12 3 2 2 0
3061.0662 12 3 1 2 0
3708.6882 12 0 1 2 0
2975.6685 12 NA 1 NA 0
4100.7462 12 1 2 2 0
4956.3793 12 0 1 1 0
4956.3793 12 0 1 1 0
3275.9634 12 2 2 2 0
3043.0239 12 1 2 2 0
3112.6084 12 3 1 NA 0
3356.403 12 1 1 2 0
4472.341 12 1 1 2 0
3995.6355 12 1 2 2 0
3455.9794 12 2 1 2 0
3739.593 12 2 2 2 0
4266.0431 12 1 1 2 0
3991.4407 12 1 1 1 0
3121.8895 12 1 2 1 0
3161.1966 12 3 2 NA 0
3380.6986 12 3 1 NA 0
3497.1605 12 1 1 2 0
3174.8304 12 1 2 2 0
3384.1197 12 3 1 2 0
3161.1966 12 3 2 2 0
3559.8886 12 1 1 2 0
3372.2463 12 3 2 2 0
3300.1171 12 1 2 1 0
3465.3606 12 0 1 1 0
3372.2463 12 3 2 2 0
3396.7146 12 2 2 2 0
3143.3326 12 2 1 2 0
3238.0942 12 2 2 2 0
3125.3406 12 0 2 2 0
2859.3685 12 0 2 2 0
3426.8609 12 2 2 2 0
3543.716 12 NA 1 NA 0
3330.8066 12 NA 2 NA 0
3466.4871 12 1 2 2 0
4082.4812 12 1 1 2 0
3179.6417 12 3 1 2 0
3293.6578 12 3 2 1 0
3497.5868 12 0 1 1 0
3576.927 12 1 1 1 0
3371.8052 12 NA 2 NA 0
3681.3287 12 NA 1 NA 0
3969.699 12 NA NA NA 0
3962.4317 12 NA NA NA 0
3962.4317 12 NA NA NA 0
3448.7124 12 1 2 1 0
3371.8052 12 1 2 1 0
4245.4839 12 0 1 1 0
3969.699 12 0 1 1 0
3536.373 12 2 2 2 0
3422.1662 12 3 1 2 0
3384.1197 12 3 1 NA 0
3224.1758 12 NA 2 NA 0
3458.09 12 3 2 2 0
3368.5735 12 3 1 2 0
3464.6901 12 2 1 2 0
4868.949 12 0 1 2 0
3566.7202 12 2 2 2 0
3220.2374 12 2 1 2 0
3380.3349 12 3 2 2 0
2923.0589 12 3 1 1 0
3193.8735 12 2 1 2 0
3161.5337 12 2 2 2 0
4080.7093 12 1 2 2 0
3652.7821 12 2 1 1 0
3428.3024 12 2 2 1 0
2464.4749 12 2 1 2 0
2996.1819 12 0 1 1 0
3595.5258 12 0 1 1 0
3595.5258 12 0 1 1 0
3372.2463 12 3 2 1 0
3352.9389 12 3 1 1 0
3233.7794 12 1 1 2 0
3292.1439 12 2 2 2 0
2857.8738 12 2 1 1 0
4466.1569 12 2 2 2 0
4472.341 12 1 1 2 0
5276.766 12 0 1 2 0
4239.8422 12 2 1 1 0
3992.2242 12 1 2 2 0
5657.086 12 1 1 2 0
3371.3215 12 1 1 2 0
3043.263 12 NA 2 NA 0
4821.7826 12 NA 2 NA 0
4230.1924 12 NA 1 NA 0
4230.1924 12 NA 1 NA 0
4230.1924 12 NA 1 NA 0
4230.1924 12 NA 1 NA 0
3308.6528 12 NA 1 NA 0
3327.7052 12 NA 2 NA 0
3608.479 12 3 2 2 0
2923.0589 12 3 1 2 0
2770.3846 12 2 2 2 0
3461.5648 12 1 2 2 0
5327.8564 12 0 1 2 0
3478.1532 12 2 2 1 0
3183.3414 12 2 1 1 0
3140.2698 12 3 1 2 0
3386.6531 12 3 2 2 0
3769.2782 12 2 1 2 0
3864.765 12 2 2 2 0
3898.2699 12 1 2 2 0
3416.4464 12 1 1 2 0
3391.0213 12 1 2 2 0
4604.0031 12 1 1 1 0
3384.3709 12 1 2 1 0
3758.3287 12 0 1 2 0
3524.7079 12 2 2 2 0
3141.5542 12 3 1 2 0
3255.7559 12 2 2 2 0
3426.4573 12 1 1 2 0
3843.0248 12 0 2 2 0
3663.4317 12 0 1 2 0
3991.4407 12 1 1 1 0
2985.0599 12 1 2 1 0
3422.1662 12 3 1 2 0
3536.373 12 2 2 2 0
3608.479 12 3 2 2 0
3465.6822 12 2 1 2 0
3993.6595 12 NA 1 NA 0
4263.2437 12 0 2 1 0
5125.773 12 0 1 2 0
3384.1197 12 3 1 2 0
3403.6066 12 3 2 2 0
3232.6941 12 2 2 2 0
3549.129 12 2 2 2 0
3465.6822 12 2 1 2 0
3657.162 12 0 2 2 0
4135.1766 12 0 1 1 0
2975.1636 12 1 2 1 0
3480.5021 12 1 1 1 0
3702.9303 12 1 2 2 0
4009.2985 12 1 2 2 0
3363.5778 12 2 1 2 0
3557.4861 12 2 2 2 0
3453.6885 12 0 1 2 0
3793.2794 12 0 1 2 0
3793.2794 12 0 1 2 0
3163.1437 12 1 1 1 0
3161.1966 12 3 2 NA 0
3545.572 12 2 2 1 0
3455.9794 12 2 1 1 0
3544.5249 12 2 2 2 0
3504.5687 12 2 1 2 0
3211.59 12 2 2 2 0
3956.2183 12 0 1 2 0
3574.5714 12 0 2 2 0
3713.5913 12 0 2 2 0
3848.7076 12 0 1 2 0
3266.7223 12 2 1 2 0
4282.08 12 1 2 2 0
3367.9339 12 0 1 NA 0
3114.9678 12 2 2 1 0
3504.5687 12 2 1 1 0
3344.6725 12 3 1 2 0
3453.9131 12 2 1 2 0
3602.8372 12 2 1 2 0
3293.1547 12 2 1 2 0
3478.1532 12 2 2 2 0
3590.9952 12 1 1 2 0
3416.9365 12 1 2 2 0
3679.0282 12 1 2 1 0
3723.4613 12 2 1 1 0
3993.6595 12 1 1 2 0
3193.8735 12 2 1 2 0
3527.0883 12 NA 1 NA 0
3691.3564 12 2 1 2 0
4206.1329 12 2 2 2 0
3368.5735 12 3 1 2 0
3474.4815 12 2 2 2 0
3343.4232 12 2 1 NA 0
3790.0327 12 1 2 1 0
3803.9653 12 2 2 2 0
4678.3548 12 1 2 1 0
3335.687 12 3 2 NA 0
3193.8735 12 2 1 NA 0
3092.6047 12 1 1 NA 0
3862.6113 12 NA 2 NA 0
4009.2985 12 1 2 2 0
4154.1299 12 1 1 2 0
3414.7124 12 3 2 2 0
3398.424 12 3 1 1 0
3457.5109 12 2 2 2 0
3544.7307 12 2 1 2 0
3630.0808 12 2 2 2 0
3174.8304 12 1 2 2 0
3410.5331 12 2 1 2 0
3941.5456 12 1 2 2 0
3317.3368 12 1 2 2 0
3137.6446 12 3 1 2 0
3681.3287 12 1 1 2 0
3317.3368 12 1 2 2 0
4154.1299 12 1 1 2 0
4713.5425 12 0 2 2 0
3993.6595 12 1 1 2 0
3500.54 12 2 1 2 0
3465.4811 12 2 2 2 0
3969.699 12 0 1 1 0
3451.783 12 2 2 2 0
3465.6822 12 2 1 2 0
3101.8151 12 2 1 2 0
3559.8886 12 1 1 NA 0
3758.0877 12 2 1 2 0
3773.2567 12 1 1 2 0
3414.865 12 2 1 1 0
3497.1605 12 1 1 2 0
3522.4929 12 2 1 1 0
3225.9501 12 2 1 2 0
3524.7079 12 2 2 2 0
3871.4362 12 3 2 2 0
3179.6417 12 3 1 2 0
3114.0709 12 3 1 1 0
3139.8021 12 2 2 1 0
5105.1253 12 0 2 1 0
3044.8142 12 2 2 2 0
4520.0567 12 2 1 2 0
3421.2312 12 0 2 2 0
3446.4676 12 3 2 2 0
3442.4681 12 2 2 NA 0
3337.5359 12 3 1 NA 0
3497.9848 12 NA 2 NA 0
3738.4904 12 NA 1 NA 0
3377.7063 12 2 2 NA 0
3601.0682 12 1 2 NA 0
3934.749 12 0 2 NA 0
3428.3024 12 2 2 2 0
3482.5115 12 2 1 1 0
3203.8506 12 2 2 2 0
3236.6232 12 2 1 2 0
3512.9036 12 2 2 2 0
3619.1259 12 2 1 2 0
3410.5331 12 2 1 2 0
3317.3368 12 1 2 2 0
3474.4815 12 2 2 NA 0
3504.5687 12 2 1 NA 0
3137.6446 12 3 1 NA 0
3396.9995 12 2 2 NA 0
3649.1528 12 1 2 2 0
3250.1548 12 3 2 2 0
3233.6449 12 2 2 1 0
3363.5778 12 2 1 1 0
4450.6431 12 0 2 1 0
3623.0955 12 3 1 2 0
4245.2479 12 2 2 2 0
3466.4871 12 1 2 2 0
3345.8509 12 NA 1 NA 0
3369.6104 12 NA 2 NA 0
3293.6578 12 3 2 2 0
5125.773 12 0 1 1 0
2609.6486 12 1 1 2 0
5396.473 12 1 2 2 0
2909.3103 12 1 1 2 0
4186.5885 12 1 2 2 0
3324.2873 12 NA 2 NA 0
3375.7764 12 NA 1 NA 0
3327.7052 12 3 2 NA 0
3382.6145 12 2 2 2 0
3464.6901 12 2 1 2 0
4443.8436 12 1 2 2 0
2886.7685 12 1 1 1 0
3521.9405 12 2 1 1 0
3629.0325 12 1 2 2 0
3811.2369 12 0 2 1 0
3885.3609 12 1 2 2 0
3689.112 12 1 1 2 0
3161.1966 12 3 2 1 0
3380.6986 12 3 1 1 0
3384.1197 12 3 1 NA 0
3403.6066 12 3 2 NA 0
3363.0134 12 1 1 2 0
3369.4922 12 3 2 2 0
3126.9895 12 3 1 2 0
3500.54 12 2 1 2 0
3371.8052 12 1 2 2 0
3045.5032 12 2 2 2 0
3343.4232 12 2 1 2 0
4100.7462 12 1 2 2 0
4248.8811 12 1 1 2 0
3327.7052 12 3 2 2 0
3308.6528 12 3 1 2 0
4186.5885 12 1 2 2 0
4302.7926 12 1 1 2 0
3989.7083 12 1 2 2 0
4302.7926 12 1 1 2 0
3450.0395 12 1 1 1 0
3396.4169 12 2 1 1 0
2770.3846 12 3 2 1 0
3457.5109 12 2 2 2 0
3398.424 12 NA 1 NA 0
4821.0533 12 0 2 2 0
3656.199 12 2 2 2 0
3512.9036 12 2 2 2 0
3450.4241 12 2 1 1 0
3747.677 12 1 1 1 0
3679.0282 12 1 2 2 0
3412.8432 12 3 2 2 0
3371.512 12 1 1 2 0
4302.7926 12 1 1 2 0
3382.6145 12 2 2 2 0
3475.4223 12 2 1 2 0
4031.4481 12 1 2 NA 0
4084.7506 12 1 1 NA 0
3398.424 12 3 1 2 0
3549.129 12 2 2 2 0
3358.1675 12 3 2 2 0
3025.0147 12 1 2 2 0
3238.0942 12 2 2 NA 0
4512.6394 12 1 2 1 0
5500.096 12 1 1 1 0
3203.9838 12 1 1 1 0
3380.3349 12 3 2 2 0
3425.8225 12 1 2 1 0
3133.999 12 1 1 2 0
4263.2437 12 0 2 2 0
3759.3456 12 2 2 2 0
3344.6725 12 3 1 2 0
3863.7922 12 3 2 2 0
3233.6449 12 2 2 2 0
3140.2698 12 3 1 2 0
4397.5487 12 0 1 NA 0
3156.5032 12 2 2 NA 0
3569.4517 12 2 1 1 0
3390.6349 12 3 1 2 0
3414.7124 12 3 2 2 0
3493.5597 12 2 2 2 0
5129.6654 12 1 1 2 0
3456.1828 12 2 1 1 0
3225.7578 12 2 2 2 0
3225.9501 12 2 1 2 0
3444.6198 12 2 2 2 0
3710.8946 12 3 1 2 0
5986.0232 12 0 1 2 0
3384.1197 12 NA 1 NA 0
3403.6066 12 NA 2 NA 0
5009.9358 12 1 1 1 0
3173.7376 12 2 1 NA 0
3337.2333 12 2 1 2 0
3524.7079 12 2 2 2 0
3137.6446 12 3 1 2 0
3250.1548 12 3 2 2 0
3602.8372 12 2 1 NA 0
3708.3292 12 2 2 NA 0
3530.5145 12 2 2 2 0
3924.6807 12 2 1 2 0
4248.8811 12 1 1 2 0
3536.373 12 2 2 2 0
3660.3838 12 1 1 NA 0
3962.4317 12 0 2 NA 0
3451.783 12 2 2 2 0
3148.4252 12 2 1 2 0
4713.5425 12 0 2 2 0
3681.3287 12 1 1 2 0
3317.3368 12 1 2 2 0
4245.4839 12 0 1 2 0
3656.199 12 2 2 2 0
3378.9101 12 2 1 2 0
3371.512 12 1 1 2 0
3310.631 12 1 2 2 0
4503.3241 12 1 2 2 0
3469.0626 12 1 2 2 0
3496.218 12 1 1 2 0
3602.8372 12 2 1 2 0
3544.5249 12 2 2 2 0
3708.3292 12 2 2 2 0
3465.6822 12 2 1 2 0
3457.5109 12 2 2 2 0
3589.7129 12 3 1 2 0
3086.267 12 2 2 2 0
4015.4685 12 0 2 1 0
3507.3395 12 2 1 1 0
3875.9812 12 1 2 1 0
5298.2708 12 0 1 1 0
5298.2708 12 0 1 1 0
3372.2463 12 3 2 2 0
3300.1171 12 1 2 2 0
3256.5287 12 1 2 1 0
4135.1766 12 0 1 1 0
3457.5109 12 2 2 2 0
3345.8509 12 3 1 2 0
3137.6446 12 3 1 2 0
3380.9737 12 3 2 2 0
3368.2681 12 2 1 2 0
3557.4861 12 2 2 2 0
3773.2567 12 1 1 2 0
4095.2958 12 0 1 1 0
4095.2958 12 0 1 1 0
5129.6654 12 1 1 2 0
3225.7578 12 2 2 NA 0
3292.1439 12 2 2 2 0
4873.2351 12 0 2 2 0
3862.6113 12 1 2 1 0
2909.3103 12 1 1 1 0
3222.5334 12 2 2 2 0
3906.5317 12 1 2 NA 0
4652.6049 12 0 2 NA 0
3293.6578 12 3 2 2 0
3372.2463 12 3 2 2 0
3256.5287 12 1 2 2 0
3464.6901 12 2 1 2 0
3691.0531 12 0 1 2 0
3410.5331 12 2 1 2 0
3487.1814 12 2 2 2 0
3559.8886 12 1 1 2 0
3292.8281 12 NA 1 NA 0
3161.5337 12 2 2 NA 0
3161.6652 12 1 1 NA 0
3939.1263 12 1 1 2 0
