"","weight","state","age","gender","vote","unit"
"1983",3503.7894,12,2,2,2,0
"1984",3497.5868,12,0,1,2,0
"1985",3254.1591,12,0,2,2,0
"1986",3440.3308,12,0,2,1,0
"1987",3861.822,12,0,1,1,0
"1988",3423.2428,12,1,2,1,0
"1989",4727.832,12,0,1,2,0
"1990",4727.832,12,0,1,2,0
"1991",3292.1439,12,2,2,2,0
"1992",2857.8738,12,3,1,2,0
"1993",3488.8862,12,1,1,1,0
"1994",3355.449,12,3,2,2,0
"1995",3993.6595,12,1,1,1,0
"1996",3345.8509,12,3,1,1,0
"1997",3387.616,12,1,1,1,0
"1998",3255.7966,12,1,2,1,0
"1999",3396.7146,12,2,2,2,0
"2000",3349.5493,12,3,1,2,0
"2001",5009.9358,12,1,1,1,0
"2002",4080.7093,12,1,2,1,0
"2003",4248.8811,12,1,1,NA,0
"2004",3358.1675,12,3,2,2,0
"2005",3994.3029,12,1,2,2,0
"2006",4821.0533,12,0,2,2,0
"2007",4868.949,12,0,1,2,0
"2008",3690.7846,12,3,2,2,0
"2009",3475.9384,12,3,1,2,0
"2010",3369.6104,12,3,2,2,0
"2011",3410.5331,12,2,1,NA,0
"2012",3885.3609,12,1,2,NA,0
"2013",4454.9827,12,1,2,2,0
"2014",6264.1764,12,1,1,2,0
"2015",3487.1814,12,2,2,2,0
"2016",3689.112,12,1,1,2,0
"2017",3885.3609,12,1,2,1,0
"2018",3837.1592,12,2,1,1,0
"2019",3656.7782,12,3,2,2,0
"2020",3390.6349,12,3,1,2,0
"2021",3508.4147,12,2,2,2,0
"2022",3798.312,12,3,2,2,0
"2023",3508.4147,12,2,2,2,0
"2024",4509.4839,12,NA,2,NA,0
"2025",3689.112,12,NA,1,NA,0
"2026",3690.7846,12,NA,2,NA,0
"2027",3398.424,12,3,1,2,0
"2028",3457.5109,12,2,2,2,0
"2029",2909.3103,12,1,1,2,0
"2030",3071.4967,12,3,1,2,0
"2031",3909.5625,12,1,2,2,0
"2032",3472.2781,12,2,1,NA,0
"2033",3265.6667,12,2,2,NA,0
"2034",3913.5121,12,0,1,2,0
"2035",3250.1548,12,NA,2,NA,0
"2036",3861.822,12,NA,1,NA,0
"2037",3474.4815,12,2,2,1,0
"2038",3141.5542,12,3,1,2,0
"2039",3255.7559,12,2,2,2,0
"2040",3266.671,12,3,2,2,0
"2041",3118.0918,12,NA,1,NA,0
"2042",3344.6725,12,3,1,2,0
"2043",3871.4362,12,3,2,2,0
"2044",3586.7516,12,0,2,2,0
"2045",3174.8304,12,1,2,2,0
"2046",3415.9829,12,0,2,2,0
"2047",3689.112,12,1,1,2,0
"2048",3487.1814,12,2,2,2,0
"2049",3955.4405,12,1,2,2,0
"2050",3185.6237,12,2,2,1,0
"2051",3313.9074,12,0,1,1,0
"2052",3837.1592,12,2,1,1,0
"2053",3487.1814,12,2,2,1,0
"2054",3832.4703,12,3,1,2,0
"2055",3781.3625,12,3,2,2,0
"2056",3663.4317,12,0,1,2,0
"2057",5037.6961,12,0,2,1,0
"2058",3663.4317,12,0,1,2,0
"2059",4173.0975,12,NA,2,NA,0
"2060",3288.5691,12,2,1,NA,0
"2061",4046.4216,12,2,1,2,0
"2062",3608.479,12,3,2,1,0
"2063",4009.2985,12,1,2,2,0
"2064",3475.3392,12,2,2,NA,0
"2065",3676.5841,12,1,1,1,0
"2066",4288.1807,12,1,1,1,0
"2067",3387.616,12,1,1,2,0
"2068",3043.0239,12,1,2,2,0
"2069",3548.104,12,1,2,2,0
"2070",3660.3838,12,1,1,2,0
"2071",3312.0712,12,1,1,2,0
"2072",2975.1636,12,1,2,2,0
"2073",3371.8052,12,1,2,2,0
"2074",3469.0626,12,1,2,1,0
"2075",3759.3456,12,2,2,2,0
"2076",3569.6412,12,NA,1,NA,0
"2077",3674.1612,12,NA,2,NA,0
"2078",3327.7052,12,3,2,2,0
"2079",3183.1516,12,2,2,2,0
"2080",4195.2606,12,1,2,NA,0
"2081",3447.4164,12,2,2,2,0
"2082",3377.7063,12,2,2,2,0
"2083",3488.6525,12,2,1,NA,0
"2084",3360.3548,12,1,2,NA,0
"2085",3713.5913,12,0,2,NA,0
"2086",3956.2183,12,0,1,NA,0
"2087",3574.5714,12,0,2,NA,0
"2088",3404.8505,12,2,1,2,0
"2089",3466.5048,12,2,2,2,0
"2090",3143.3326,12,NA,1,NA,0
"2091",3450.4241,12,2,1,2,0
"2092",3238.0942,12,2,2,2,0
"2093",4149.0643,12,3,2,2,0
"2094",3434.5474,12,1,2,1,0
"2095",5391.1549,12,0,1,2,0
"2096",3894.4634,12,0,2,2,0
"2097",3493.5597,12,2,2,1,0
"2098",3078.3772,12,2,2,2,0
"2099",3293.1547,12,2,1,2,0
"2100",3270.1369,12,0,1,2,0
"2101",3364.4026,12,1,1,2,0
"2102",3712.4664,12,0,1,2,0
"2103",4104.1475,12,1,1,2,0
"2104",3716.541,12,2,1,2,0
"2105",3488.3237,12,2,1,NA,0
"2106",3937.3661,12,1,2,1,0
"2107",4195.2606,12,1,2,2,0
"2108",5604.9625,12,1,1,2,0
"2109",3049.2481,12,1,2,2,0
"2110",5987.9372,12,1,1,2,0
"2111",2985.0599,12,NA,2,NA,0
"2112",4071.9894,12,NA,2,NA,0
"2113",3571.324,12,2,1,2,0
"2114",3232.6941,12,2,2,2,0
"2115",6248.3224,12,2,1,2,0
"2116",3555.6886,12,3,1,2,0
"2117",4149.0643,12,3,2,2,0
"2118",3112.8679,12,1,2,2,0
"2119",3143.3326,12,2,1,2,0
"2120",2859.3685,12,0,2,1,0
"2121",3685.9837,12,0,1,1,0
"2122",3372.2463,12,3,2,2,0
"2123",3559.8886,12,1,1,1,0
"2124",3256.5287,12,1,2,2,0
"2125",3657.162,12,0,2,2,0
"2126",3025.0147,12,1,2,1,0
"2127",3306.4284,12,2,2,2,0
"2128",3623.0955,12,3,1,2,0
"2129",3351.8503,12,2,2,2,0
"2130",3445.7696,12,2,2,2,0
"2131",3474.4815,12,2,2,NA,0
"2132",3227.2927,12,2,1,NA,0
"2133",3972.2134,12,0,2,2,0
"2134",3972.2134,12,0,2,2,0
"2135",3543.5649,12,1,1,1,0
"2136",3371.8052,12,1,2,2,0
"2137",4245.4839,12,0,1,NA,0
"2138",3380.9737,12,3,2,2,0
"2139",3368.5735,12,3,1,2,0
"2140",3458.09,12,3,2,2,0
"2141",3461.0141,12,2,1,2,0
"2142",3474.3733,12,NA,2,NA,0
"2143",3161.6652,12,NA,1,NA,0
"2144",3232.6941,12,2,2,1,0
"2145",3172.5311,12,2,1,NA,0
"2146",3172.3419,12,2,2,NA,0
"2147",3690.7846,12,3,2,2,0
"2148",3475.9384,12,3,1,2,0
"2149",3155.3232,12,NA,1,NA,0
"2150",3548.104,12,NA,2,NA,0
"2151",3489.852,12,2,1,1,0
"2152",3086.1123,12,2,2,1,0
"2153",4415.3438,12,0,2,1,0
"2154",2975.6685,12,1,1,2,0
"2155",3255.7559,12,2,2,2,0
"2156",3141.5542,12,3,1,2,0
"2157",3422.1662,12,NA,1,NA,0
"2158",4100.7462,12,NA,2,NA,0
"2159",3380.5738,12,1,2,1,0
"2160",4150.5777,12,2,2,2,0
"2161",3404.8505,12,2,1,2,0
"2162",3382.6145,12,2,2,2,0
"2163",3458.7292,12,3,2,2,0
"2164",3567.8746,12,3,1,2,0
"2165",3888.5193,12,2,1,2,0
"2166",2909.3103,12,1,1,2,0
"2167",4206.9342,12,0,2,2,0
"2168",3398.424,12,3,1,2,0
"2169",2909.3103,12,1,1,2,0
"2170",3862.6113,12,1,2,2,0
"2171",3189.2121,12,2,1,2,0
"2172",3341.1803,12,3,2,2,0
"2173",4562.0911,12,2,1,1,0
"2174",4663.1146,12,0,1,1,0
"2175",3426.4573,12,1,1,1,0
"2176",3255.7966,12,1,2,2,0
"2177",3543.716,12,2,1,2,0
"2178",3459.7683,12,2,2,2,0
"2179",3114.9678,12,2,2,2,0
"2180",3504.5687,12,2,1,2,0
"2181",3457.6329,12,1,1,2,0
"2182",3500.4827,12,2,2,2,0
"2183",3442.4681,12,2,2,2,0
"2184",3414.7124,12,3,2,1,0
"2185",3421.2312,12,0,2,1,0
"2186",3044.8142,12,2,2,1,0
"2187",4198.388,12,0,1,1,0
"2188",3524.7079,12,2,2,2,0
"2189",3569.1182,12,2,2,2,0
"2190",3045.5032,12,2,2,2,0
"2191",4898.2129,12,1,1,2,0
"2192",3553.5048,12,1,2,2,0
"2193",3690.7846,12,3,2,2,0
"2194",4470.8035,12,0,2,2,0
"2195",3871.4362,12,3,2,2,0
"2196",3344.6725,12,3,1,2,0
"2197",3858.2327,12,3,1,2,0
"2198",3798.312,12,3,2,2,0
"2199",4735.6298,12,1,2,2,0
"2200",3465.4811,12,2,2,2,0
"2201",3315.2369,12,1,1,2,0
"2202",4052.8105,12,0,2,2,0
"2203",3368.5735,12,3,1,2,0
"2204",3458.09,12,3,2,2,0
"2205",3383.4009,12,2,1,2,0
"2206",3418.5983,12,2,2,2,0
"2207",4862.6836,12,0,1,1,0
"2208",4727.832,12,0,1,NA,0
"2209",3119.581,12,2,2,NA,0
"2210",3118.0918,12,2,1,2,0
"2211",3266.671,12,2,2,2,0
"2212",3132.0698,12,3,2,2,0
"2213",3352.9389,12,3,1,2,0
"2214",3393.0017,12,1,2,1,0
"2215",3255.7559,12,2,2,2,0
"2216",3141.5542,12,3,1,2,0
"2217",3070.2409,12,3,1,2,0
"2218",3885.3609,12,1,2,2,0
"2219",3689.112,12,1,1,2,0
"2220",3148.4252,12,2,1,2,0
"2221",3451.783,12,2,2,2,0
"2222",4629.064,12,0,1,2,0
"2223",3266.5222,12,1,1,2,0
"2224",3340.6037,12,2,2,2,0
"2225",3330.8066,12,1,2,NA,0
"2226",3576.927,12,1,1,NA,0
"2227",3991.8512,12,1,1,2,0
"2228",3424.0239,12,1,2,2,0
"2229",3961.8916,12,1,2,2,0
"2230",3928.7456,12,2,1,2,0
"2231",3790.0327,12,1,2,2,0
"2232",3465.4811,12,2,2,1,0
"2233",3969.699,12,0,1,1,0
"2234",3615.5301,12,1,2,1,0
"2235",3867.3175,12,1,1,2,0
"2236",3457.6329,12,1,1,2,0
"2237",3380.5738,12,1,2,2,0
"2238",3426.2277,12,3,2,2,0
"2239",3674.1612,12,2,2,2,0
"2240",3638.6216,12,1,2,2,0
"2241",3445.8073,12,2,1,2,0
"2242",3759.3456,12,2,2,2,0
"2243",3440.3308,12,0,2,2,0
"2244",3511.8662,12,2,2,2,0
"2245",3569.6412,12,2,1,2,0
"2246",3713.2415,12,1,2,2,0
"2247",3900.7055,12,2,2,1,0
"2248",3386.6531,12,3,2,2,0
"2249",3114.9678,12,2,2,2,0
"2250",3668.8272,12,1,1,2,0
"2251",3536.055,12,1,2,2,0
"2252",7227.9096,12,2,1,2,0
"2253",3387.616,12,1,1,2,0
"2254",3255.7966,12,1,2,2,0
"2255",3155.3232,12,2,1,2,0
"2256",3586.7516,12,0,2,2,0
"2257",3861.822,12,0,1,1,0
"2258",3994.3029,12,1,2,2,0
"2259",3415.9829,12,0,2,1,0
"2260",3174.8304,12,1,2,2,0
"2261",3311.1298,12,3,2,NA,0
"2262",3203.8506,12,2,2,NA,0
"2263",3236.6232,12,2,1,NA,0
"2264",3336.9023,12,0,1,NA,0
"2265",3487.9047,12,2,1,2,0
"2266",3185.6237,12,2,2,2,0
"2267",3568.1696,12,0,1,2,0
"2268",3712.4664,12,0,1,2,0
"2269",3679.0282,12,1,2,2,0
"2270",4454.9827,12,1,2,NA,0
"2271",3155.3232,12,2,1,2,0
"2272",3625.6324,12,2,2,2,0
"2273",3078.3772,12,NA,2,NA,0
"2274",3487.1814,12,2,2,2,0
"2275",3837.1592,12,2,1,2,0
"2276",4760.3701,12,0,1,2,0
"2277",3294.0835,12,3,1,NA,0
"2278",3266.7223,12,2,1,NA,0
"2279",3371.512,12,1,1,1,0
"2280",4761.3572,12,1,1,1,0
"2281",3961.8916,12,1,2,1,0
"2282",4047.1143,12,1,1,2,0
"2283",4043.1102,12,1,2,2,0
"2284",5319.9478,12,0,1,2,0
"2285",2909.3103,12,1,1,2,0
"2286",3474.3733,12,1,2,2,0
"2287",3337.2333,12,NA,1,NA,0
"2288",3292.8281,12,0,1,2,0
"2289",3465.6822,12,2,1,NA,0
"2290",3457.5109,12,2,2,NA,0
"2291",3133.999,12,1,1,NA,0
"2292",3363.0134,12,1,1,2,0
"2293",3218.4342,12,2,2,2,0
"2294",2935.6904,12,2,1,2,0
"2295",3242.6449,12,0,1,2,0
"2296",3426.4573,12,1,1,2,0
"2297",2985.0599,12,1,2,2,0
"2298",3464.6901,12,2,1,2,0
"2299",3796.1042,12,0,1,1,0
"2300",3139.1598,12,1,2,2,0
"2301",3819.1437,12,1,1,2,0
"2302",3266.7223,12,2,1,2,0
"2303",3950.7133,12,1,2,NA,0
"2304",3504.5687,12,NA,1,NA,0
"2305",3220.2374,12,2,1,2,0
"2306",3558.1938,12,2,2,2,0
"2307",3396.9995,12,2,2,NA,0
"2308",4173.0975,12,1,2,1,0
"2309",2770.3846,12,3,2,1,0
"2310",4709.0155,12,1,1,2,0
"2311",3193.8735,12,2,1,2,0
"2312",3474.3733,12,1,2,2,0
"2313",3464.6901,12,2,1,2,0
"2314",3256.5287,12,1,2,2,0
"2315",2744.8587,12,3,2,2,0
"2316",3215.8598,12,1,2,1,0
"2317",3336.209,12,2,2,2,0
"2318",3132.0698,12,3,2,1,0
"2319",3352.9389,12,3,1,1,0
"2320",3193.8735,12,2,1,NA,0
"2321",3478.1532,12,2,2,NA,0
"2322",3293.1547,12,2,1,2,0
"2323",2909.3103,12,1,1,2,0
"2324",3457.9943,12,2,1,2,0
"2325",3185.6237,12,2,2,2,0
"2326",4409.6355,12,0,2,2,0
"2327",4409.6355,12,0,2,2,0
"2328",3508.7246,12,3,1,2,0
"2329",3327.7052,12,3,2,2,0
"2330",3419.5896,12,0,1,1,0
"2331",3181.5905,12,0,2,2,0
"2332",4045.9039,12,1,2,NA,0
"2333",3203.8506,12,2,2,2,0
"2334",3421.8668,12,0,1,2,0
"2335",3236.6232,12,2,1,2,0
"2336",3411.7704,12,3,2,NA,0
"2337",3608.479,12,3,2,1,0
"2338",3989.7083,12,1,2,1,0
"2339",3511.0647,12,2,1,2,0
"2340",3300.1171,12,1,2,2,0
"2341",3256.5287,12,1,2,2,0
"2342",3497.1605,12,1,1,2,0
"2343",3548.104,12,1,2,2,0
"2344",3660.3838,12,1,1,2,0
"2345",3816.2374,12,1,1,2,0
"2346",3969.699,12,NA,1,NA,0
"2347",5333.4078,12,0,1,2,0
"2348",3969.699,12,0,1,2,0
"2349",3816.2374,12,1,1,NA,0
"2350",3442.4681,12,2,2,1,0
"2351",3465.6822,12,2,1,NA,0
"2352",3941.5456,12,1,2,NA,0
"2353",4915.0374,12,1,1,NA,0
"2354",3560.3143,12,1,2,NA,0
"2355",4198.388,12,0,1,NA,0
"2356",3393.0017,12,1,2,2,0
"2357",3161.5337,12,2,2,2,0
"2358",3293.1547,12,2,1,2,0
"2359",4206.9342,12,0,2,2,0
"2360",2909.3103,12,1,1,2,0
"2361",3093.2188,12,2,1,2,0
"2362",3203.9838,12,1,1,1,0
"2363",3520.8775,12,1,2,1,0
"2364",3758.3287,12,0,1,1,0
"2365",3140.2698,12,3,1,NA,0
"2366",3255.7559,12,2,2,NA,0
"2367",3364.4026,12,1,1,2,0
"2368",4503.3241,12,1,2,2,0
"2369",3368.2681,12,2,1,2,0
"2370",3233.6449,12,2,2,2,0
"2371",4838.1069,12,2,2,2,0
"2372",3412.8432,12,3,2,1,0
"2373",4045.9039,12,1,2,2,0
"2374",3045.5032,12,2,2,NA,0
"2375",3155.3232,12,2,1,NA,0
"2376",3861.822,12,0,1,NA,0
"2377",3324.2873,12,3,2,2,0
"2378",3759.3456,12,2,2,2,0
"2379",3991.8512,12,1,1,NA,0
"2380",3174.8304,12,1,2,2,0
"2381",3426.4573,12,1,1,2,0
"2382",4100.0579,12,1,2,2,0
"2383",4100.0579,12,1,2,2,0
"2384",3139.1598,12,1,2,2,0
"2385",3798.312,12,3,2,2,0
"2386",3687.3242,12,1,2,2,0
"2387",4149.0643,12,3,2,2,0
"2388",3993.6595,12,1,1,2,0
"2389",3608.479,12,3,2,1,0
"2390",3882.7783,12,0,2,1,0
"2391",3250.1548,12,3,2,2,0
"2392",3137.6446,12,3,1,2,0
"2393",4624.9328,12,0,2,1,0
"2394",3543.9697,12,1,1,1,0
"2395",3300.1171,12,1,2,2,0
"2396",3356.403,12,1,1,1,0
"2397",3427.8905,12,2,2,1,0
"2398",3876.8542,12,2,1,2,0
"2399",3371.8052,12,1,2,2,0
"2400",3726.2452,12,0,2,2,0
"2401",4415.3438,12,0,2,1,0
"2402",3962.4317,12,0,2,2,0
"2403",3394.2879,12,NA,1,NA,0
"2404",4268.2814,12,NA,2,NA,0
"2405",2975.6685,12,NA,1,NA,0
"2406",3660.3838,12,1,1,2,0
"2407",3522.4929,12,2,1,2,0
"2408",3625.6324,12,2,2,2,0
"2409",3250.1548,12,3,2,2,0
"2410",3962.4317,12,0,2,1,0
"2411",3726.2452,12,0,2,2,0
"2412",3450.4241,12,2,1,2,0
"2413",3384.1197,12,3,1,2,0
"2414",3403.6066,12,3,2,2,0
"2415",3421.2312,12,0,2,2,0
"2416",3265.6667,12,2,2,2,0
"2417",3547.3944,12,2,1,2,0
"2418",3293.6578,12,3,2,NA,0
"2419",3112.8679,12,1,2,2,0
"2420",3450.4241,12,2,1,2,0
"2421",4282.08,12,1,2,2,0
"2422",2975.6685,12,1,1,1,0
"2423",4351.3925,12,0,2,2,0
"2424",3877.876,12,2,1,2,0
"2425",3297.084,12,2,2,2,0
"2426",3382.6145,12,2,2,2,0
"2427",3404.8505,12,2,1,1,0
"2428",3657.162,12,0,2,1,0
"2429",3571.324,12,2,1,2,0
"2430",3466.5048,12,2,2,1,0
"2431",4135.1766,12,0,1,2,0
"2432",3314.7385,12,0,2,2,0
"2433",3466.5048,12,2,2,2,0
"2434",3464.6901,12,2,1,1,0
"2435",3945.8053,12,1,1,NA,0
"2436",4357.0303,12,0,1,2,0
"2437",3573.3156,12,2,2,2,0
"2438",3469.0626,12,1,2,2,0
"2439",3871.4362,12,3,2,2,0
"2440",3543.9697,12,1,1,1,0
"2441",3275.9634,12,2,2,2,0
"2442",3656.7782,12,3,2,2,0
"2443",3524.7079,12,2,2,2,0
"2444",3758.3287,12,0,1,1,0
"2445",3114.0709,12,3,1,2,0
"2446",3511.8662,12,2,2,NA,0
"2447",3730.603,12,1,1,NA,0
"2448",3119.581,12,2,2,2,0
"2449",3758.3287,12,0,1,2,0
"2450",3325.2507,12,2,2,2,0
"2451",3146.745,12,2,1,2,0
"2452",3238.0942,12,2,2,2,0
"2453",3474.4815,12,2,2,1,0
"2454",4060.2436,12,0,1,1,0
"2455",3474.3733,12,NA,2,NA,0
"2456",3193.8735,12,NA,1,NA,0
"2457",3571.324,12,2,1,1,0
"2458",4713.5425,12,0,2,2,0
"2459",4302.7926,12,1,1,1,0
"2460",4431.1335,12,NA,1,NA,0
"2461",3457.9943,12,2,1,2,0
"2462",3139.8021,12,2,2,2,0
"2463",3412.8432,12,3,2,2,0
"2464",2975.6685,12,1,1,2,0
"2465",3950.7133,12,1,2,2,0
"2466",3453.6885,12,0,1,1,0
"2467",9015.2769,12,2,1,2,0
"2468",3448.7124,12,1,2,2,0
"2469",4009.1531,12,0,2,2,0
"2470",3885.3609,12,1,2,2,0
"2471",3410.5331,12,2,1,2,0
"2472",4956.3793,12,0,1,2,0
"2473",3255.7559,12,2,2,2,0
"2474",3255.95,12,2,1,2,0
"2475",3293.1547,12,2,1,2,0
"2476",3183.1516,12,2,2,2,0
"2477",4470.8035,12,0,2,1,0
"2478",3236.7126,12,2,2,2,0
"2479",3748.1434,12,3,2,1,0
"2480",3352.9389,12,3,1,2,0
"2481",3372.2463,12,3,2,2,0
"2482",3043.0239,12,1,2,2,0
"2483",3387.616,12,1,1,2,0
"2484",3161.1966,12,3,2,2,0
"2485",3472.2781,12,2,1,2,0
"2486",3681.3287,12,1,1,2,0
"2487",3317.3368,12,1,2,2,0
"2488",3547.3364,12,2,2,2,0
"2489",3928.7456,12,2,1,2,0
"2490",5404.795,12,0,1,2,0
"2491",4173.0975,12,1,2,1,0
"2492",3318.5943,12,1,1,1,0
"2493",3422.1662,12,3,1,1,0
"2494",4612.6507,12,1,1,2,0
"2495",3462.0751,12,2,2,2,0
"2496",4394.921,12,0,1,2,0
"2497",5228.2906,12,0,1,2,0
"2498",4588.5225,12,0,1,1,0
"2499",4727.2853,12,0,2,1,0
"2500",3543.716,12,2,1,NA,0
"2501",3434.5474,12,1,2,1,0
"2502",3925.6126,12,1,2,2,0
"2503",4915.0374,12,1,1,2,0
"2504",3461.0141,12,2,1,1,0
"2505",3462.0751,12,2,2,1,0
"2506",5228.2906,12,0,1,1,0
"2507",3446.4676,12,3,2,2,0
"2508",3422.1662,12,3,1,2,0
"2509",3937.0519,12,2,2,2,0
"2510",3773.2567,12,1,1,2,0
"2511",4047.1143,12,1,1,2,0
"2512",3898.2699,12,1,2,1,0
"2513",3390.6349,12,3,1,2,0
"2514",3858.2327,12,3,1,2,0
"2515",4198.388,12,0,1,NA,0
"2516",3377.7063,12,NA,2,NA,0
"2517",3807.2727,12,3,1,2,0
"2518",3748.1434,12,3,2,2,0
"2519",4824.0872,12,0,1,2,0
"2520",4776.6329,12,0,2,1,0
"2521",3044.8142,12,2,2,2,0
"2522",3503.7894,12,2,2,2,0
"2523",3512.0701,12,2,1,2,0
"2524",3414.7124,12,3,2,1,0
"2525",3446.4676,12,3,2,2,0
"2526",3689.112,12,1,1,2,0
"2527",4154.1299,12,1,1,2,0
"2528",4154.1299,12,1,1,2,0
"2529",3544.7307,12,2,1,2,0
"2530",3690.7846,12,3,2,2,0
"2531",3148.4252,12,2,1,1,0
"2532",3478.8451,12,2,2,1,0
"2533",3410.5331,12,2,1,2,0
"2534",3698.1772,12,1,1,NA,0
"2535",3885.3609,12,1,2,NA,0
"2536",3448.7124,12,1,2,NA,0
"2537",3624.3898,12,1,1,NA,0
"2538",3388.1746,12,2,1,2,0
"2539",3472.2781,12,2,1,2,0
"2540",3530.5145,12,2,2,2,0
"2541",3446.4676,12,3,2,2,0
"2542",3398.424,12,3,1,2,0
"2543",3457.5109,12,2,2,2,0
"2544",2975.1636,12,1,2,2,0
"2545",4135.1766,12,0,1,1,0
"2546",3657.162,12,0,2,1,0
"2547",5278.7663,12,0,1,2,0
"2548",3215.8598,12,1,2,2,0
"2549",3197.5569,12,2,1,2,0
"2550",3790.0327,12,1,2,2,0
"2551",3661.8807,12,3,1,2,0
"2552",3399.1229,12,3,2,2,0
"2553",4698.4686,12,1,1,2,0
"2554",3232.6941,12,2,2,2,0
"2555",3305.3081,12,3,1,2,0
"2556",3547.3944,12,NA,1,NA,0
"2557",3416.9365,12,NA,2,NA,0
"2558",3429.6704,12,1,2,2,0
"2559",3336.209,12,2,2,2,0
"2560",3190.5666,12,2,1,NA,0
"2561",3497.9848,12,2,2,NA,0
"2562",3293.6578,12,3,2,2,0
"2563",3179.6417,12,3,1,2,0
"2564",3224.1758,12,0,2,2,0
"2565",3356.403,12,1,1,1,0
"2566",3295.0793,12,2,2,2,0
"2567",3365.1228,12,2,1,2,0
"2568",4173.0975,12,NA,2,NA,0
"2569",3543.5649,12,1,1,1,0
"2570",3543.5649,12,1,1,2,0
"2571",3371.8052,12,1,2,2,0
"2572",3442.4681,12,2,2,2,0
"2573",3488.3237,12,NA,1,NA,0
"2574",3403.6066,12,3,2,2,0
"2575",3384.1197,12,3,1,1,0
"2576",2975.6685,12,1,1,2,0
"2577",3222.5334,12,2,2,2,0
"2578",3507.3395,12,2,1,2,0
"2579",4431.3748,12,0,1,1,0
"2580",3659.363,12,2,1,2,0
"2581",4138.1661,12,2,2,2,0
"2582",4552.1752,12,1,1,2,0
"2583",3140.2698,12,3,1,2,0
"2584",3411.7704,12,3,2,2,0
"2585",3394.2879,12,1,1,2,0
"2586",4268.2814,12,1,2,2,0
"2587",3193.8735,12,2,1,2,0
"2588",3161.5337,12,2,2,2,0
"2589",4206.9342,12,0,2,2,0
"2590",3380.9737,12,3,2,2,0
"2591",3086.1123,12,2,2,2,0
"2592",3489.852,12,2,1,2,0
"2593",3973.9818,12,1,2,2,0
"2594",4846.5352,12,0,2,1,0
"2595",3782.5287,12,1,1,2,0
"2596",3949.906,12,0,1,2,0
"2597",3668.5616,12,0,2,2,0
"2598",3652.7821,12,2,1,2,0
"2599",3428.3024,12,2,2,1,0
"2600",3419.6831,12,2,1,NA,0
"2601",3544.5249,12,2,2,NA,0
"2602",4073.3516,12,0,2,2,0
"2603",3743.8732,12,1,1,NA,0
"2604",3649.1528,12,1,2,NA,0
"2605",3759.3456,12,2,2,2,0
"2606",3373.9251,12,3,1,2,0
"2607",3475.9384,12,3,1,NA,0
"2608",3690.7846,12,3,2,NA,0
"2609",3380.3349,12,3,2,2,0
"2610",3092.6047,12,1,1,NA,0
"2611",4173.0975,12,1,2,NA,0
"2612",3181.5905,12,0,2,2,0
"2613",3869.3117,12,1,1,1,0
"2614",3898.9786,12,1,2,1,0
"2615",3071.4967,12,3,1,2,0
"2616",3293.1547,12,2,1,2,0
"2617",3265.6667,12,2,2,2,0
"2618",4200.7769,12,2,1,NA,0
"2619",3014.986,12,1,2,NA,0
"2620",3619.1259,12,2,1,2,0
"2621",3275.9634,12,2,2,2,0
"2622",3236.6232,12,NA,1,NA,0
"2623",3203.8506,12,NA,2,NA,0
"2624",4077.642,12,NA,2,NA,0
"2625",4821.7826,12,NA,2,NA,0
"2626",5067.0777,12,NA,NA,NA,0
"2627",4821.7826,12,NA,NA,NA,0
"2628",4821.7826,12,NA,NA,NA,0
"2629",3553.5048,12,1,2,NA,0
"2630",4206.1329,12,2,2,2,0
"2631",3567.7757,12,NA,2,NA,0
"2632",3500.54,12,NA,1,NA,0
"2633",3422.1662,12,3,1,2,0
"2634",3566.7202,12,2,2,2,0
"2635",3114.9678,12,2,2,1,0
"2636",3227.2927,12,2,1,1,0
"2637",3250.1548,12,3,2,2,0
"2638",3133.999,12,1,1,2,0
"2639",3071.4967,12,3,1,2,0
"2640",3284.2067,12,2,2,1,0
"2641",3663.4317,12,0,1,2,0
"2642",3411.7704,12,3,2,1,0
"2643",3141.5542,12,3,1,2,0
"2644",4956.3793,12,0,1,1,0
"2645",4956.3793,12,0,1,2,0
"2646",3293.6578,12,3,2,NA,0
"2647",3337.5359,12,3,1,NA,0
"2648",3681.3287,12,1,1,NA,0
"2649",3299.8856,12,3,2,2,0
"2650",3061.0662,12,3,1,2,0
"2651",3708.6882,12,0,1,2,0
"2652",2975.6685,12,NA,1,NA,0
"2653",4100.7462,12,1,2,2,0
"2654",4956.3793,12,0,1,1,0
"2655",4956.3793,12,0,1,1,0
"2656",3275.9634,12,2,2,2,0
"2657",3043.0239,12,1,2,2,0
"2658",3112.6084,12,3,1,NA,0
"2659",3356.403,12,1,1,2,0
"2660",4472.341,12,1,1,2,0
"2661",3995.6355,12,1,2,2,0
"2662",3455.9794,12,2,1,2,0
"2663",3739.593,12,2,2,2,0
"2664",4266.0431,12,1,1,2,0
"2665",3991.4407,12,1,1,1,0
"2666",3121.8895,12,1,2,1,0
"2667",3161.1966,12,3,2,NA,0
"2668",3380.6986,12,3,1,NA,0
"2669",3497.1605,12,1,1,2,0
"2670",3174.8304,12,1,2,2,0
"2671",3384.1197,12,3,1,2,0
"2672",3161.1966,12,3,2,2,0
"2673",3559.8886,12,1,1,2,0
"2674",3372.2463,12,3,2,2,0
"2675",3300.1171,12,1,2,1,0
"2676",3465.3606,12,0,1,1,0
